,text,category,label
724," Token holders can receive an airdrop, with conditions being a minimum token amount equivalent to $200 at the time of snapshot and distribution proportional to balance during snapshot time. The airdrop is available on supported networks: ETH, BNB, POLYGON, OPTIMISM (Valid until 10.08.2023).",,bearish
725," The text describes a nomination process for the Special Council in the ApeCoin Decentralized Autonomous Organization (DAO). Community members have nominated themselves and their profiles are posted on Discourse for discussion. Voting for the 5 candidates who will proceed to the election, scheduled for June 13-19, 2024, is now open. The cost of this process is none. The nominees are listed alphabetically with links to their nomination profiles. The AIP implementation is managed by the Ape Foundation and may be adjusted for security or usability reasons.",,bearish
727," This text discusses a proposal to add borrow/lend support for a new over-collateralized staked ETH token, osETH, on the AAVE V3 Ethereum platform. The motivation behind this is that Liquid Staking Tokens (LSTs) have been popular collateral assets on Aave and osETH, being overcollateralized, provides increased protection for the Aave protocol. Onboarding osETH will benefit all parties involved, increase demand for osETH, and bolster its liquidity and peg stability. The proposal is currently in the ARFC (Aave Request For Change) stage and awaits community feedback before moving forward to a vote.",,bearish
728," The text expresses support for Uniswap, an on-chain trading protocol with free creation, trading, and liquidity provision via AMM. Additional information can be found in the main forum post or official resources such as their website, Discord, Twitter, docs, GitHub, and Coingecko page. The token's address and decimals are provided.",,bullish
729," The text presents a proposal by Karma to implement a reputation system for ApeCoin governance contributors. This system includes features such as displaying voting history, delegate commitment messages, and reasons for each proposal on a customizable dashboard, along with a Discourse forum plugin. The overall cost is estimated at $10,000. The implementation of this proposal would be administered by the Ape Foundation, with potential alterations to optimize security and usability.",,bearish
732,"1. The agEUR token contract on mainnet and Polygon is upgradeable, managed by multisigs: one on Ethereum (gnosis-safe.io/app/eth:0xdC4e6DFe07EFCa50a197DF15D9200883eF4Eb1c8/balances) and another on Polygon (polygonscan.com/address/0xdA2D2f638D6fcbE306236583845e5822554c02EA).
  2. Market Cap: €48.7m circulating, €3.7m on Polygon; 24h Volume: $4m (not including Curve liquidity); Volatility: Low; Maturity: Early.
  3. Social channels data: Discord: 27.7k members (discord.gg/bsfZjvgx2s); Twitter: 26.6k followers (twitter.com/AngleProtocol).
  4. Contract deployment, transactions, and holders for tokens: On mainnet: Date of Deployment: Oct 23rd 2021; Number of Transactions: 3215 and 39548 transfers; Number of holders for token: 487. On Polygon: Date of Deployment: Nov 23rd 2021; Number of Transactions: 2170 and 48569 transfers; Number of holders for token: 376.",,bearish
733," The text proposes extending Safety Module protection to additional Aave V2 markets on chains like Avalanche, citing their extensive battle testing and significant contributions to the Aave ecosystem. This move is expected to reduce risk for liquidity providers, potentially leading to market growth. However, it's important to consider the unique risks associated with these markets, such as chain-related failures. The text includes data showing the current state of various Aave V2 markets and encourages voting on whether or not to extend coverage to Avalanche. The copyright is waived via CC0.",,bullish
734," The text expresses enthusiasm about a coin's potential to become the next popular cryptocurrency, suggesting its addition to PancakeSwap for community growth and mutual benefit.",,bearish
735," The proposal suggests implementing an admin fee in one or more pools, with the fees distributed as CRV to veCRV holders (via a DAO vote). This does not alter the trading fee.",,bearish
737," The text discusses a request by THX Network to whitelist its Gnosis Safe multisig address for interaction with the veBAL contract. The purpose is to enable THX Network to lock B-80BAL-20WETH into veBAL and participate in governance and gauge voting. THX Network is a project that allows creators and communities to create and embed ERC20 and ERC721 tokens, and has received funding from the European Union's Horizon 2020 research program. The project's governance token, $THX, was launched in December 2021 using a Balancer Liquidity Bootstrapping Pool (LBP) and its main source of liquidity is on Balancer's Polygon deployment with approximately $900k TVL. The emerging DAO of THX Network is planning to diversify its treasury into BAL and participate in Balancer's governance.",,bullish
738," The text proposes a plan titled ""Exploring New Frontiers: Bring ApeCoin into the Mobile Gaming World,"" also known as AIP-xxx. This integration aims to introduce ApeCoin utilities and values to thousands of new users through the Meta Merge game, a mobile pet collection and evolution game. The integration will make $Ape an in-game asset, enhancing user experiences with real-world utility. No funds are required from the ApeCoin DAO for this project, as Meta Merge will cover costs. The proposal is administered by the Ape Foundation, with any material deviations disclosed to the APE holder community. Overall, the sentiment appears optimistic and forward-looking.",,bullish
739," The text presents a proposal for creating a 24/7 cryptocurrency casino on Pancakeswap DEX, offering games like lotteries, slots, Black Jack, and Roulette. Users can bet with various cryptocurrencies, including Cake, BNB, ETH, BTC, FIAT, and PAX Gold. To encourage long-term investment, the project offers a profit share to those who lock their Cake in the official pool for two years. Special events, marketing strategies, and collaborations with influencers are planned to promote the casino and attract new users. The goal is to create an engaging platform that attracts a broad user base, encourages long-term investment, and increases the value of Cake while establishing trust in the cryptocurrency community.",,bearish
