,Unnamed: 0.1,Unnamed: 0,timestamp,coin,proposal,proposal_type,initial_price,time_5_day,time_5_price,price_high,timestamp_high,percent_high,average_price,average_percent,category
863,863,863,2022-06-09 13:43:00+00:00,balancer,"1. The community has the responsibility to ensure that Strategic Partners (SPs) receiving funding from the treasury are acting in the best interest of the Balancer ecosystem.
2. Any community member can raise concerns if they feel an SP is no longer acting in the best interest, and the Foundation as the DAO's agent must honor the outcome of any legitimate snapshot vote, subject to applicable laws and regulations.
3. The Contribution Funding Pathways outline how funds are distributed to SPs.
4. A delegate system is being created to facilitate transparent and productive dialogue between proposers and large veBAL holders.
5. Delegates and token holders should not vote in favor of or against funding a SP they are affiliated with, and SPs should not offer monetary incentives for votes.
6. A new ""Abstain"" voting option will be added to Snapshot for cases where an SP is affiliated with many large veBAL holders, preventing them from passing a proposal due to conflict of interest.
7. Risks associated with this system include conflicts of interest, non-compliance by SPs, and unsustainable burn rates. These risks can be mitigated through active community engagement, declaration of conflicts of interest, lower funding requests, milestone-based payments, and open discussions about the impact of funding on the treasury.
8. The proposal will lead to a new tracking system called Balancer Improvement Proposal (BIP), and the Ops subDAO will dissolve at the end of the second quarter, with any remaining funds returned to the DAO Multisig. All powers held by Ops will return to veBAL governance.
9. Future funding proposals must adhere to the guidelines as described above, and an example template can be found here: [example template](https://forum.balancer.fi/t/how-to-create-a-funding-proposal/3233).",bearish,7.48,2022-06-11 00:00:00+00:00,6.13,6.13,2022-06-11 00:00:00+00:00,-0.1804812834224599,6.9433333333333325,-0.0717468805704101,verySmall
865,865,865,2021-05-26 20:38:50.548000+00:00,makerdao," In summary, the FEI governance decided not to honor its debt, which would have potentially enabled a risk-free arbitrage with ETH as collateral. Liquidity is crucial in DeFi, and it doesn't necessarily have to be idle cash. Banks have faced liquidity issues since their inception, and the balance between reserves and loans generating profit is delicate.

The Tether case shows that even highly liquid assets can experience drops during systemic shocks, although a serious shock in the commercial paper market and a USDT bank run would be needed to make it a reality. The amount of liquidity buffer needed depends on the stability of deposit accounts or stablecoin holders and the maturity of the rest of the assets. In the real world, 5% cash might not be enough, while in the crypto world, something between 10-20% could be more appropriate due to the faster pace at which things move.",bearish,3967.77,2021-05-28 00:00:00+00:00,3122.44,3122.44,2021-05-28 00:00:00+00:00,-0.213049143473538,3646.0166666666655,-0.0810917299473844,verySmall
869,869,869,2024-07-02 06:19:27.290000+00:00,apecoin," The text discusses a proposal for a carbon-neutral initiative within the Apecoin ecosystem, aimed at offsetting carbon emissions from blockchain transactions. The objectives include carbon offsetting, community engagement, and industry leadership. The plan involves calculating carbon footprints, integrating a carbon offset mechanism, and transparent reporting.

Expected benefits are environmental impact, increased community engagement, and market differentiation. The proposal emphasizes Apecoin's commitment to responsible blockchain innovation and sustainable practices, potentially attracting environmentally conscious users and investors. The author is Olanrewaju David, and the proposal was submitted on July 2nd, 2024. The text highlights the relevance of sustainability and environmental responsibility in today's global context.",bearish,0.931,2024-07-04 00:00:00+00:00,0.761,0.761,2024-07-04 00:00:00+00:00,-0.1825993555316863,0.8636666666666667,-0.0723236663086287,verySmall
874,874,874,2022-04-25 22:56:31+00:00,pankcakeswap, Reducing flexible staking APR to 19% has made its usage impractical.,bearish,8.878,2022-04-26 00:00:00+00:00,7.443,7.443,2022-04-26 00:00:00+00:00,-0.1616355034917775,7.992999999999999,-0.0996846136517234,verySmall
875,875,875,2022-04-28 10:27:40.874000+00:00,aragon," A user has shared a dashboard built for the Aragon Association's holdings, excluding other entities like ANDAO. The dashboard is created using Google Data Studio and is named ""Aragon Finance Tracker."" It aims to provide context for the community regarding the current location of the treasury, facilitating better discussions on its transfer. However, prices and token holdings are not real-time and may have changed since posting. For updated figures or queries, users can contact transparency@aragon.org or post on the forum.",bearish,3.862,2022-04-30 00:00:00+00:00,3.057,3.057,2022-04-30 00:00:00+00:00,-0.2084412221646815,3.550666666666667,-0.0806145347833592,verySmall
876,876,876,2020-09-12 16:42:36+00:00,sushi," ChefNomi drained SUSHI from the dev fund and returned $14M worth of ETH. The fund lacks its SUSHI, sold in the market. To align incentives long-term, the community should vote to use a portion of the funds to rebuy SUSHI from the market. The community can decide the percentage of SUSHI to rebuy.",bearish,2.629,2020-09-13 00:00:00+00:00,2.18,2.18,2020-09-13 00:00:00+00:00,-0.1707873716241916,2.473333333333333,-0.0592113604665906,verySmall
877,877,877,2022-04-04 10:31:20+00:00,aave," Aave governance forum proposes BGD Labs for development services within the Aave ecosystem, with a preliminary Snapshot vote initiated to gain community approval on the proposal. Further discussions can be held in the bored-ghosts-proposal Discord channel and through a recorded Twitter Spaces presentation.",bearish,237.9,2022-04-06 00:00:00+00:00,190.4,190.4,2022-04-06 00:00:00+00:00,-0.1996637242538881,216.7333333333333,-0.0889729578254168,verySmall
880,880,880,2022-05-12 12:43:33.072000+00:00,makerdao," The text provides an update on the Collateral Onboarding (COB) process within the CSI (Collateral Staking Index). It is divided into four sections:

1. Collateral Application Status - Lists all collateral application statuses before prioritization, including those removed from the process.
2. Prioritized Collateral - The ""Up Next"" status on the new CSI, available for the Collateral Domain Teams to pull in based on several factors.
3. Collateral Work In Progress (WIP) - All collateral in the Assessment through Executive Vote execution as well as any collateral failing a Governance Poll or Executive Vote.
4. Active Collateral - All collateral that is in Business Review status, those that are in Active status and were recently updated, and those collateral that are recently offboarded.

The CSI spreadsheet is the primary source of information for all collateral moving through the COB process. Any discrepancies should be reported to the #collateral-engineering-services-public channel on the official MakerDAO Discord server. For specific questions or comments about collateral, post them in the MakerDAO forum within the collateral application forum post. General questions relating to the CSI update can be posted here.

The text also provides links to view raw and filtered data on the CSI spreadsheet. These include the Collateral Status Index (CSI) spreadsheet, CSI Prioritization spreadsheet tab, CMOFF Prefiltered View 1, CMON Prefiltered View 2, Active (Onboarded Collateral) Prefiltered View, and On Greenlight Status Prefiltered View. The text also mentions the Collateral Onboarding Framework, which describes the origins of the Prioritization tab in the CSI spreadsheet, but it is included for historical purposes only.",bearish,1339.0,2022-05-12 00:00:00+00:00,955.0,955.0,2022-05-12 00:00:00+00:00,-0.2867811799850635,1428.6666666666667,0.0669653970624845,small
888,888,888,2021-05-18 06:42:16.509000+00:00,polygon," The text describes a log entry from an Ubuntu server (ip-172-31-49-103) running the service 'heimdalld-bridge'. The log shows an error in the execution of the command, which is linked to the Cobra library version 0.0.5 and the Heimdall Bridge command. The error occurred at the main function in the file '/home/matic/heimdall/bridge/bridge.go:6' with exit code '2/INVALIDARGUMENT'. The systemd service 'heimdalld-bridge.service' failed as a result of this exit.",bearish,2.44124,2021-05-18 00:00:00+00:00,1.705,1.705,2021-05-18 00:00:00+00:00,-0.3015844406940735,1.96465,-0.1952245580115023,small
890,890,890,2021-03-22 01:49:44.902000+00:00,uniswap," The user has reported that someone stole 400 UNI (approximately $13,000) from their Atomic Wallet, which they accessed through Metamask. They have evidence of the address still being used and claim they did not share their mnemonic phrase or private key. Atomic Wallet cannot help, and they are unsure how this occurred. The user is concerned as they could have used the funds for staking and retirement is approaching soon. They are seeking advice on how to catch the thief.",bearish,32.7958,2021-03-24 00:00:00+00:00,25.5247,25.5247,2021-03-24 00:00:00+00:00,-0.2217082675220607,30.335966666666668,-0.07500452293688,verySmall
